word;type;score
untreuester;ADJX;-0.3222
untreuestes;ADJX;-0.3222
untreust;ADJX;-0.3222
untreuste;ADJX;-0.3222
untreustem;ADJX;-0.3222
untreusten;ADJX;-0.3222
untreuster;ADJX;-0.3222
untreustes;ADJX;-0.3222
untröstlich;ADJX;-0.3139
untröstliche;ADJX;-0.3139
untröstlichem;ADJX;-0.3139
untröstlichen;ADJX;-0.3139
untröstlicher;ADJX;-0.3139
untröstlichere;ADJX;-0.3139
untröstlicherem;ADJX;-0.3139
untröstlicheren;ADJX;-0.3139
untröstlicherer;ADJX;-0.3139
untröstlicheres;ADJX;-0.3139
untröstliches;ADJX;-0.3139
untröstlichst;ADJX;-0.3139
untröstlichste;ADJX;-0.3139
untröstlichstem;ADJX;-0.3139
untröstlichsten;ADJX;-0.3139
untröstlichster;ADJX;-0.3139
untröstlichstes;ADJX;-0.3139
unübersichtlich;ADJX;-0.0501
unübersichtliche;ADJX;-0.0501
unübersichtlichem;ADJX;-0.0501
unübersichtlichen;ADJX;-0.0501
unübersichtlicher;ADJX;-0.0501
unübersichtlichere;ADJX;-0.0501
unübersichtlicherem;ADJX;-0.0501
unübersichtlicheren;ADJX;-0.0501
unübersichtlicherer;ADJX;-0.0501
unübersichtlicheres;ADJX;-0.0501
unübersichtliches;ADJX;-0.0501
unübersichtlichst;ADJX;-0.0501
unübersichtlichste;ADJX;-0.0501
unübersichtlichstem;ADJX;-0.0501
unübersichtlichsten;ADJX;-0.0501
unübersichtlichster;ADJX;-0.0501
unübersichtlichstes;ADJX;-0.0501
unübertrefflich;ADJX;0.078
unübertreffliche;ADJX;0.078
unübertrefflichem;ADJX;0.078
unübertrefflichen;ADJX;0.078
unübertrefflicher;ADJX;0.078
unübertrefflichere;ADJX;0.078
unübertrefflicherem;ADJX;0.078
unübertrefflicheren;ADJX;0.078
unübertrefflicherer;ADJX;0.078
unübertrefflicheres;ADJX;0.078
unübertreffliches;ADJX;0.078
unübertrefflichst;ADJX;0.078
unübertrefflichste;ADJX;0.078
unübertrefflichstem;ADJX;0.078
unübertrefflichsten;ADJX;0.078
unübertrefflichster;ADJX;0.078
unübertrefflichstes;ADJX;0.078
unübertroffen;ADJX;0.0753
unübertroffene;ADJX;0.0753
unübertroffenem;ADJX;0.0753
unübertroffenen;ADJX;0.0753
unübertroffener;ADJX;0.0753
unübertroffenere;ADJX;0.0753
unübertroffenerem;ADJX;0.0753
unübertroffeneren;ADJX;0.0753
unübertroffenerer;ADJX;0.0753
unübertroffeneres;ADJX;0.0753
unübertroffenes;ADJX;0.0753
unübertroffenst;ADJX;0.0753
unübertroffenste;ADJX;0.0753
unübertroffenstem;ADJX;0.0753
unübertroffensten;ADJX;0.0753
unübertroffenster;ADJX;0.0753
unübertroffenstes;ADJX;0.0753
unüblich;ADJX;-0.3328
unübliche;ADJX;-0.3328
unüblichem;ADJX;-0.3328
unüblichen;ADJX;-0.3328
unüblicher;ADJX;-0.3328
unüblichere;ADJX;-0.3328
unüblicherem;ADJX;-0.3328
unüblicheren;ADJX;-0.3328
unüblicherer;ADJX;-0.3328
unüblicheres;ADJX;-0.3328
unübliches;ADJX;-0.3328
unüblichst;ADJX;-0.3328
unüblichste;ADJX;-0.3328
unüblichstem;ADJX;-0.3328
unüblichsten;ADJX;-0.3328
unüblichster;ADJX;-0.3328
unüblichstes;ADJX;-0.3328
unumschränkt;ADJX;0.004
unumschränkte;ADJX;0.004
unumschränktem;ADJX;0.004
unumschränkten;ADJX;0.004
unumschränkter;ADJX;0.004
unumschränktere;ADJX;0.004
unumschränkterem;ADJX;0.004
unumschränkteren;ADJX;0.004
unumschränkterer;ADJX;0.004
unumschränkteres;ADJX;0.004
unumschränktes;ADJX;0.004
unumschränktest;ADJX;0.004
unumschränkteste;ADJX;0.004
unumschränktestem;ADJX;0.004
unumschränktesten;ADJX;0.004
unumschränktester;ADJX;0.004
unumschränktestes;ADJX;0.004
unumstritten;ADJX;0.004
unumstrittene;ADJX;0.004
unumstrittenem;ADJX;0.004
unumstrittenen;ADJX;0.004
unumstrittener;ADJX;0.004
unumstrittenere;ADJX;0.004
unumstrittenerem;ADJX;0.004
unumstritteneren;ADJX;0.004
unumstrittenerer;ADJX;0.004
unumstritteneres;ADJX;0.004
unumstrittenes;ADJX;0.004
unumstrittenst;ADJX;0.004
unumstrittenste;ADJX;0.004
unumstrittenstem;ADJX;0.004
unumstrittensten;ADJX;0.004
unumstrittenster;ADJX;0.004
unumstrittenstes;ADJX;0.004
unumstrittner;ADJX;0.004
unumstrittnere;ADJX;0.004
unumstrittnerem;ADJX;0.004
unumstrittneren;ADJX;0.004
unumstrittnerer;ADJX;0.004
unumstrittneres;ADJX;0.004
ununterbrochen;ADJX;0.004
ununterbrochene;ADJX;0.004
ununterbrochenem;ADJX;0.004
ununterbrochenen;ADJX;0.004
ununterbrochener;ADJX;0.004
ununterbrochenere;ADJX;0.004
ununterbrochenerem;ADJX;0.004
ununterbrocheneren;ADJX;0.004
ununterbrochenerer;ADJX;0.004
ununterbrocheneres;ADJX;0.004
ununterbrochenes;ADJX;0.004
ununterbrochenst;ADJX;0.004
ununterbrochenste;ADJX;0.004
ununterbrochenstem;ADJX;0.004
ununterbrochensten;ADJX;0.004
ununterbrochenster;ADJX;0.004
ununterbrochenstes;ADJX;0.004
unverantwortlich;ADJX;-0.4889
unverantwortliche;ADJX;-0.40654999999999997
unverantwortlichem;ADJX;-0.4889
unverantwortlichen;ADJX;-0.4889
unverantwortlicher;ADJX;-0.4889
unverantwortlichere;ADJX;-0.4889
unverantwortlicherem;ADJX;-0.4889
unverantwortlicheren;ADJX;-0.4889
unverantwortlicherer;ADJX;-0.4889
unverantwortlicheres;ADJX;-0.4889
unverantwortliches;ADJX;-0.4889
unverantwortlichkeit;NN;-0.3068
unverantwortlichst;ADJX;-0.4889
unverantwortlichste;ADJX;-0.4889
unverantwortlichstem;ADJX;-0.4889
unverantwortlichsten;ADJX;-0.4889
unverantwortlichster;ADJX;-0.4889
unverantwortlichstes;ADJX;-0.4889
unverbesserlich;ADJX;-0.4363
unverbesserliche;ADJX;-0.4363
unverbesserlichem;ADJX;-0.4363
unverbesserlichen;ADJX;-0.4363
unverbesserlicher;ADJX;-0.4363
unverbesserlichere;ADJX;-0.4363
unverbesserlicherem;ADJX;-0.4363
unverbesserlicheren;ADJX;-0.4363
unverbesserlicherer;ADJX;-0.4363
unverbesserlicheres;ADJX;-0.4363
unverbesserliches;ADJX;-0.4363
unverbesserlichst;ADJX;-0.4363
unverbesserlichste;ADJX;-0.4363
unverbesserlichstem;ADJX;-0.4363
unverbesserlichsten;ADJX;-0.4363
unverbesserlichster;ADJX;-0.4363
unverbesserlichstes;ADJX;-0.4363
unvereinbar;ADJX;-0.0048
unvereinbare;ADJX;-0.0048
unvereinbarem;ADJX;-0.0048
unvereinbaren;ADJX;-0.0048
unvereinbarer;ADJX;-0.0048
unvereinbarere;ADJX;-0.0048
unvereinbarerem;ADJX;-0.0048
unvereinbareren;ADJX;-0.0048
unvereinbarerer;ADJX;-0.0048
unvereinbareres;ADJX;-0.0048
unvereinbares;ADJX;-0.0048
unvereinbarkeit;NN;-0.0048
unvereinbarkeiten;NN;-0.0048
unvereinbarst;ADJX;-0.0048
unvereinbarste;ADJX;-0.0048
unvereinbarstem;ADJX;-0.0048
unvereinbarsten;ADJX;-0.0048
unvereinbarster;ADJX;-0.0048
unvereinbarstes;ADJX;-0.0048
unvergleichbar;ADJX;0.0833
unvergleichbare;ADJX;0.0833
unvergleichbarem;ADJX;0.0833
unvergleichbaren;ADJX;0.0833
unvergleichbarer;ADJX;0.0833
unvergleichbarere;ADJX;0.0833
unvergleichbarerem;ADJX;0.0833
unvergleichbareren;ADJX;0.0833
unvergleichbarerer;ADJX;0.0833
unvergleichbareres;ADJX;0.0833
unvergleichbares;ADJX;0.0833
unvergleichbarst;ADJX;0.0833
unvergleichbarste;ADJX;0.0833
unvergleichbarstem;ADJX;0.0833
unvergleichbarsten;ADJX;0.0833
unvergleichbarster;ADJX;0.0833
unvergleichbarstes;ADJX;0.0833
unvergleichlich;ADJX;0.0967
unvergleichliche;ADJX;0.0967
unvergleichlichem;ADJX;0.0967
unvergleichlichen;ADJX;0.0967
unvergleichlicher;ADJX;0.0967
unvergleichlichere;ADJX;0.0967
unvergleichlicherem;ADJX;0.0967
unvergleichlicheren;ADJX;0.0967
unvergleichlicherer;ADJX;0.0967
unvergleichlicheres;ADJX;0.0967
unvergleichliches;ADJX;0.0967
unvergleichlichst;ADJX;0.0967
unvergleichlichste;ADJX;0.0967
unvergleichlichstem;ADJX;0.0967
unvergleichlichsten;ADJX;0.0967
unvergleichlichster;ADJX;0.0967
unvergleichlichstes;ADJX;0.0967
unverhältnismäßig;ADJX;-0.0048
unverhältnismäßige;ADJX;-0.0048
unverhältnismäßigem;ADJX;-0.0048
unverhältnismäßigen;ADJX;-0.0048
unverhältnismäßiger;ADJX;-0.0048
unverhältnismäßigere;ADJX;-0.0048
unverhältnismäßigerem;ADJX;-0.0048
unverhältnismäßigeren;ADJX;-0.0048
unverhältnismäßigerer;ADJX;-0.0048
unverhältnismäßigeres;ADJX;-0.0048
unverhältnismäßiges;ADJX;-0.0048
unverhältnismäßigkeit;NN;-0.0048
unverhältnismäßigst;ADJX;-0.0048
unverhältnismäßigste;ADJX;-0.0048
unverhältnismäßigstem;ADJX;-0.0048
unverhältnismäßigsten;ADJX;-0.0048
unverhältnismäßigster;ADJX;-0.0048
unverhältnismäßigstes;ADJX;-0.0048
unverhofft;ADJX;0.004
unverhoffte;ADJX;0.004
unverhofftem;ADJX;0.004
unverhofften;ADJX;0.004
unverhoffter;ADJX;0.004
unverhofftere;ADJX;0.004
unverhoffterem;ADJX;0.004
unverhoffteren;ADJX;0.004
unverhoffterer;ADJX;0.004
unverhoffteres;ADJX;0.004
unverhofftes;ADJX;0.004
unverhofftest;ADJX;0.004
unverhoffteste;ADJX;0.004
unverhofftestem;ADJX;0.004
unverhofftesten;ADJX;0.004
unverhofftester;ADJX;0.004
unverhofftestes;ADJX;0.004
unverkrampft;ADJX;0.004
unverkrampfte;ADJX;0.004
unverkrampftem;ADJX;0.004
unverkrampften;ADJX;0.004
unverkrampfter;ADJX;0.004
unverkrampftere;ADJX;0.004
unverkrampfterem;ADJX;0.004
unverkrampfteren;ADJX;0.004
unverkrampfterer;ADJX;0.004
unverkrampfteres;ADJX;0.004
unverkrampftes;ADJX;0.004
unverkrampftest;ADJX;0.004
unverkrampfteste;ADJX;0.004
unverkrampftestem;ADJX;0.004
unverkrampftesten;ADJX;0.004
unverkrampftester;ADJX;0.004
unverkrampftestes;ADJX;0.004
unverlangt;ADJX;-0.0048
unverlangte;ADJX;-0.0048
unverlangtem;ADJX;-0.0048
unverlangten;ADJX;-0.0048
unverlangter;ADJX;-0.0048
unverlangtere;ADJX;-0.0048
unverlangterem;ADJX;-0.0048
unverlangteren;ADJX;-0.0048
unverlangterer;ADJX;-0.0048
unverlangteres;ADJX;-0.0048
unverlangtes;ADJX;-0.0048
unverlangtst;ADJX;-0.0048
unverlangtste;ADJX;-0.0048
unverlangtstem;ADJX;-0.0048
unverlangtsten;ADJX;-0.0048
unverlangtster;ADJX;-0.0048
unverlangtstes;ADJX;-0.0048
unvermeidlich;ADJX;-0.0048
unvermeidliche;ADJX;-0.0048
unvermeidlichem;ADJX;-0.0048
unvermeidlichen;ADJX;-0.0048
unvermeidlicher;ADJX;-0.0048
unvermeidlichere;ADJX;-0.0048
unvermeidlicherem;ADJX;-0.0048
unvermeidlicheren;ADJX;-0.0048
unvermeidlicherer;ADJX;-0.0048
unvermeidlicheres;ADJX;-0.0048
unvermeidliches;ADJX;-0.0048
unvermeidlichst;ADJX;-0.0048
unvermeidlichste;ADJX;-0.0048
unvermeidlichstem;ADJX;-0.0048
unvermeidlichsten;ADJX;-0.0048
unvermeidlichster;ADJX;-0.0048
unvermeidlichstes;ADJX;-0.0048
unvernünftig;ADJX;-0.3252
unverschämtheit;NN;-0.0048
unverschämtheiten;NN;-0.0048
unverständlich;ADJX;-0.6347
unverständliche;ADJX;-0.6347
unverständlichem;ADJX;-0.6347
unverständlichen;ADJX;-0.6347
unverständlicher;ADJX;-0.6347
unverständlichere;ADJX;-0.6347
unverständlicherem;ADJX;-0.6347
unverständlicheren;ADJX;-0.6347
unverständlicherer;ADJX;-0.6347
unverständlicheres;ADJX;-0.6347
unverständliches;ADJX;-0.6347
unverständlichst;ADJX;-0.6347
unverständlichste;ADJX;-0.6347
unverständlichstem;ADJX;-0.6347
unverständlichsten;ADJX;-0.6347
unverständlichster;ADJX;-0.6347
unverständlichstes;ADJX;-0.6347
unverwundbar;ADJX;0.004
unverwundbare;ADJX;0.004
unverwundbarem;ADJX;0.004
unverwundbaren;ADJX;0.004
unverwundbarer;ADJX;0.004
unverwundbarere;ADJX;0.004
unverwundbarerem;ADJX;0.004
unverwundbareren;ADJX;0.004
unverwundbarerer;ADJX;0.004
unverwundbareres;ADJX;0.004
unverwundbares;ADJX;0.004
unverwundbarkeit;NN;0.004
unverwundbarst;ADJX;0.004
unverwundbarste;ADJX;0.004
unverwundbarstem;ADJX;0.004
unverwundbarsten;ADJX;0.004
unverwundbarster;ADJX;0.004
unverwundbarstes;ADJX;0.004
unverzichtbar;ADJX;0.004
unverzichtbare;ADJX;0.004
unverzichtbarem;ADJX;0.004
unverzichtbaren;ADJX;0.004
unverzichtbarer;ADJX;0.004
unverzichtbarere;ADJX;0.004
unverzichtbarerem;ADJX;0.004
unverzichtbareren;ADJX;0.004
unverzichtbarerer;ADJX;0.004
unverzichtbareres;ADJX;0.004
unverzichtbares;ADJX;0.004
unverzichtbarkeit;NN;0.004
unverzichtbarst;ADJX;0.004
unverzichtbarste;ADJX;0.004
unverzichtbarstem;ADJX;0.004
unverzichtbarsten;ADJX;0.004
unverzichtbarster;ADJX;0.004
unverzichtbarstes;ADJX;0.004
unvollkommen;ADJX;-0.4772
unvollkommene;ADJX;-0.4772
unvollkommenem;ADJX;-0.4772
unvollkommenen;ADJX;-0.4772
unvollkommener;ADJX;-0.4772
unvollkommenere;ADJX;-0.4772
unvollkommenerem;ADJX;-0.4772
unvollkommeneren;ADJX;-0.4772
unvollkommenerer;ADJX;-0.4772
unvollkommeneres;ADJX;-0.4772
unvollkommenes;ADJX;-0.4772
unvollkommenheit;NN;-0.0048
unvollkommenheiten;NN;-0.0048
unvollkommenst;ADJX;-0.4772
unvollkommenste;ADJX;-0.4772
unvollkommenstem;ADJX;-0.4772
unvollkommensten;ADJX;-0.4772
unvollkommenster;ADJX;-0.4772
unvollkommenstes;ADJX;-0.4772
unvollkommner;ADJX;-0.4772
unvollkommnere;ADJX;-0.4772
unvollkommnerem;ADJX;-0.4772
unvollkommneren;ADJX;-0.4772
unvollkommnerer;ADJX;-0.4772
unvollkommneres;ADJX;-0.4772
unvollständig;ADJX;-0.4926
unvollständige;ADJX;-0.4926
unvollständigem;ADJX;-0.4926
unvollständigen;ADJX;-0.4926
unvollständiger;ADJX;-0.4926
unvollständigere;ADJX;-0.4926
unvollständigerem;ADJX;-0.4926
unvollständigeren;ADJX;-0.4926
unvollständigerer;ADJX;-0.4926
unvollständigeres;ADJX;-0.4926
unvollständiges;ADJX;-0.4926
unvollständigkeit;NN;-0.0048
unvollständigst;ADJX;-0.4926
unvollständigste;ADJX;-0.4926
unvollständigstem;ADJX;-0.4926
unvollständigsten;ADJX;-0.4926
unvollständigster;ADJX;-0.4926
unvollständigstes;ADJX;-0.4926
unvorhergesehen;ADJX;-0.3141
unvorhergesehene;ADJX;-0.3141
unvorhergesehenem;ADJX;-0.3141
unvorhergesehenen;ADJX;-0.3141
unvorhergesehener;ADJX;-0.3141
unvorhergesehenere;ADJX;-0.3141
unvorhergesehenerem;ADJX;-0.3141
unvorhergeseheneren;ADJX;-0.3141
unvorhergesehenerer;ADJX;-0.3141
unvorhergeseheneres;ADJX;-0.3141
unvorhergesehenes;ADJX;-0.3141
unvorhergesehenst;ADJX;-0.3141
unvorhergesehenste;ADJX;-0.3141
unvorhergesehenstem;ADJX;-0.3141
unvorhergesehensten;ADJX;-0.3141
unvorhergesehenster;ADJX;-0.3141
unvorhergesehenstes;ADJX;-0.3141
unwahr;ADJX;-0.3424
unwahre;ADJX;-0.3424
unwahrem;ADJX;-0.3424
unwahren;ADJX;-0.3424
unwahrer;ADJX;-0.3424
unwahrere;ADJX;-0.3424
unwahrerem;ADJX;-0.3424
unwahreren;ADJX;-0.3424
unwahrerer;ADJX;-0.3424
unwahreres;ADJX;-0.3424
unwahres;ADJX;-0.3424
unwahrheit;NN;-0.466
unwahrheiten;NN;-0.466
unwahrst;ADJX;-0.3424
unwahrste;ADJX;-0.3424
unwahrstem;ADJX;-0.3424
unwahrsten;ADJX;-0.3424
unwahrster;ADJX;-0.3424
unwahrstes;ADJX;-0.3424
unwichtig;ADJX;-0.3433
unwichtige;ADJX;-0.3433
unwichtigem;ADJX;-0.3433
unwichtigen;ADJX;-0.3433
unwichtiger;ADJX;-0.3433
unwichtigere;ADJX;-0.3433
unwichtigerem;ADJX;-0.3433
unwichtigeren;ADJX;-0.3433
unwichtigerer;ADJX;-0.3433
unwichtigeres;ADJX;-0.3433
unwichtiges;ADJX;-0.3433
unwichtigst;ADJX;-0.3433
unwichtigste;ADJX;-0.3433
unwichtigstem;ADJX;-0.3433
unwichtigsten;ADJX;-0.3433
unwichtigster;ADJX;-0.3433
unwichtigstes;ADJX;-0.3433
unwiderstehlich;ADJX;0.1874
unwiderstehliche;ADJX;0.1874
unwiderstehlichem;ADJX;0.1874
unwiderstehlichen;ADJX;0.1874
unwiderstehlicher;ADJX;0.1874
unwiderstehlichere;ADJX;0.1874
unwiderstehlicherem;ADJX;0.1874
unwiderstehlicheren;ADJX;0.1874
unwiderstehlicherer;ADJX;0.1874
unwiderstehlicheres;ADJX;0.1874
unwiderstehliches;ADJX;0.1874
unwiderstehlichkeit;NN;0.004
unwiderstehlichst;ADJX;0.1874
unwiderstehlichste;ADJX;0.1874
unwiderstehlichstem;ADJX;0.1874
unwiderstehlichsten;ADJX;0.1874
unwiderstehlichster;ADJX;0.1874
unwiderstehlichstes;ADJX;0.1874
unwillig;ADJX;-0.4665
unwillige;ADJX;-0.4665
unwilligem;ADJX;-0.4665
unwilligen;ADJX;-0.4665
unwilliger;ADJX;-0.4665
unwilligere;ADJX;-0.4665
unwilligerem;ADJX;-0.4665
unwilligeren;ADJX;-0.4665
unwilligerer;ADJX;-0.4665
unwilligeres;ADJX;-0.4665
unwilliges;ADJX;-0.4665
unwilligst;ADJX;-0.4665
unwilligste;ADJX;-0.4665
unwilligstem;ADJX;-0.4665
unwilligsten;ADJX;-0.4665
unwilligster;ADJX;-0.4665
unwilligstes;ADJX;-0.4665
unwirksam;ADJX;-0.0048
unwirksame;ADJX;-0.0048
unwirksamem;ADJX;-0.0048
unwirksamen;ADJX;-0.0048
unwirksamer;ADJX;-0.0048
unwirksamere;ADJX;-0.0048
unwirksamerem;ADJX;-0.0048
unwirksameren;ADJX;-0.0048
unwirksamerer;ADJX;-0.0048
unwirksameres;ADJX;-0.0048
unwirksames;ADJX;-0.0048
unwirksamkeit;NN;-0.0048
unwirksamst;ADJX;-0.0048
unwirksamste;ADJX;-0.0048
unwirksamstem;ADJX;-0.0048
unwirksamsten;ADJX;-0.0048
unwirksamster;ADJX;-0.0048
unwirksamstes;ADJX;-0.0048
unwirtlich;ADJX;-0.0048
unwirtliche;ADJX;-0.0048
unwirtlichem;ADJX;-0.0048
unwirtlichen;ADJX;-0.0048
unwirtlicher;ADJX;-0.0048
unwirtlichere;ADJX;-0.0048
unwirtlicherem;ADJX;-0.0048
unwirtlicheren;ADJX;-0.0048
unwirtlicherer;ADJX;-0.0048
unwirtlicheres;ADJX;-0.0048
unwirtliches;ADJX;-0.0048
unwirtlichst;ADJX;-0.0048
unwirtlichste;ADJX;-0.0048
unwirtlichstem;ADJX;-0.0048
unwirtlichsten;ADJX;-0.0048
unwirtlichster;ADJX;-0.0048
unwirtlichstes;ADJX;-0.0048
unwirtschaftlich;ADJX;-0.0048
unwirtschaftliche;ADJX;-0.0048
unwirtschaftlichem;ADJX;-0.0048
unwirtschaftlichen;ADJX;-0.0048
unwirtschaftlicher;ADJX;-0.0048
unwirtschaftlichere;ADJX;-0.0048
unwirtschaftlicherem;ADJX;-0.0048
unwirtschaftlicheren;ADJX;-0.0048
unwirtschaftlicherer;ADJX;-0.0048
unwirtschaftlicheres;ADJX;-0.0048
unwirtschaftliches;ADJX;-0.0048
unwirtschaftlichkeit;NN;-0.0048
unwirtschaftlichst;ADJX;-0.0048
unwirtschaftlichste;ADJX;-0.0048
unwirtschaftlichstem;ADJX;-0.0048
unwirtschaftlichsten;ADJX;-0.0048
unwirtschaftlichster;ADJX;-0.0048
unwirtschaftlichstes;ADJX;-0.0048
unwissend;ADJX;-0.326
unwissende;ADJX;-0.326
unwissendem;ADJX;-0.326
unwissenden;ADJX;-0.326
unwissender;ADJX;-0.326
unwissendere;ADJX;-0.326
unwissenderem;ADJX;-0.326
unwissenderen;ADJX;-0.326
unwissenderer;ADJX;-0.326
unwissenderes;ADJX;-0.326
unwissendes;ADJX;-0.326
unwissendst;ADJX;-0.326
unwissendste;ADJX;-0.326
unwissendstem;ADJX;-0.326
unwissendsten;ADJX;-0.326
unwissendster;ADJX;-0.326
unwissendstes;ADJX;-0.326
unwissenheit;NN;-0.4935
unwürdig;ADJX;-0.7312
unwürdige;ADJX;-0.7312
unwürdigem;ADJX;-0.7312
unwürdigen;ADJX;-0.7312
unwürdiger;ADJX;-0.7312
unwürdigere;ADJX;-0.7312
unwürdigerem;ADJX;-0.7312
unwürdigeren;ADJX;-0.7312
unwürdigerer;ADJX;-0.7312
unwürdigeres;ADJX;-0.7312
unwürdiges;ADJX;-0.7312
unwürdigst;ADJX;-0.7312
unwürdigste;ADJX;-0.7312
unwürdigstem;ADJX;-0.7312
unwürdigsten;ADJX;-0.7312
unwürdigster;ADJX;-0.7312
unwürdigstes;ADJX;-0.7312
unzivilisiert;ADJX;-0.4413
unzivilisierte;ADJX;-0.4413
unzivilisiertem;ADJX;-0.4413
unzivilisierten;ADJX;-0.4413
unzivilisierter;ADJX;-0.4413
unzivilisiertere;ADJX;-0.4413
unzivilisierterem;ADJX;-0.4413
unzivilisierteren;ADJX;-0.4413
unzivilisierterer;ADJX;-0.4413
unzivilisierteres;ADJX;-0.4413
unzivilisiertes;ADJX;-0.4413
unzivilisiertest;ADJX;-0.4413
unzivilisierteste;ADJX;-0.4413
unzivilisiertestem;ADJX;-0.4413
unzivilisiertesten;ADJX;-0.4413
unzivilisiertester;ADJX;-0.4413
unzivilisiertestes;ADJX;-0.4413
unzüchtig;ADJX;-0.0048
unzüchtige;ADJX;-0.0048
unzüchtigem;ADJX;-0.0048
unzüchtigen;ADJX;-0.0048
unzüchtiger;ADJX;-0.0048
unzüchtigere;ADJX;-0.0048
unzüchtigerem;ADJX;-0.0048
unzüchtigeren;ADJX;-0.0048
unzüchtigerer;ADJX;-0.0048
unzüchtigeres;ADJX;-0.0048
unzüchtiges;ADJX;-0.0048
unzüchtigst;ADJX;-0.0048
unzüchtigste;ADJX;-0.0048
unzüchtigstem;ADJX;-0.0048
unzüchtigsten;ADJX;-0.0048
unzüchtigster;ADJX;-0.0048
unzüchtigstes;ADJX;-0.0048
unzufrieden;ADJX;-0.3363
unzufriedene;ADJX;-0.3363
unzufriedenem;ADJX;-0.3363
unzufriedenen;ADJX;-0.3363
unzufriedener;ADJX;-0.3363
unzufriedenere;ADJX;-0.3363
unzufriedenerem;ADJX;-0.3363
unzufriedeneren;ADJX;-0.3363
unzufriedenerer;ADJX;-0.3363
unzufriedeneres;ADJX;-0.3363
unzufriedenes;ADJX;-0.3363
unzufriedenheit;NN;-0.6324
unzufriedenst;ADJX;-0.3363
unzufriedenste;ADJX;-0.3363
unzufriedenstem;ADJX;-0.3363
unzufriedensten;ADJX;-0.3363
unzufriedenster;ADJX;-0.3363
unzufriedenstes;ADJX;-0.3363
unzufriedner;ADJX;-0.3363
unzufriednere;ADJX;-0.3363
unzufriednerem;ADJX;-0.3363
unzufriedneren;ADJX;-0.3363
unzufriednerer;ADJX;-0.3363
unzufriedneres;ADJX;-0.3363
unzulässig;ADJX;-0.3554
unzulässige;ADJX;-0.3554
unzulässigem;ADJX;-0.3554
unzulässigen;ADJX;-0.3554
unzulässiger;ADJX;-0.3554
unzulässigere;ADJX;-0.3554
unzulässigerem;ADJX;-0.3554
unzulässigeren;ADJX;-0.3554
unzulässigerer;ADJX;-0.3554
unzulässigeres;ADJX;-0.3554
unzulässiges;ADJX;-0.3554
unzulässigst;ADJX;-0.3554
unzulässigste;ADJX;-0.3554
unzulässigstem;ADJX;-0.3554
unzulässigsten;ADJX;-0.3554
unzulässigster;ADJX;-0.3554
unzulässigstes;ADJX;-0.3554
unzumutbar;ADJX;-0.34
unzumutbare;ADJX;-0.34
unzumutbarem;ADJX;-0.34
unzumutbaren;ADJX;-0.34
unzumutbarer;ADJX;-0.34
unzumutbarere;ADJX;-0.34
unzumutbarerem;ADJX;-0.34
unzumutbareren;ADJX;-0.34
unzumutbarerer;ADJX;-0.34
unzumutbareres;ADJX;-0.34
unzumutbares;ADJX;-0.34
unzumutbarkeit;NN;-0.0048
unzumutbarkeiten;NN;-0.0048
unzumutbarst;ADJX;-0.34
unzumutbarste;ADJX;-0.34
unzumutbarstem;ADJX;-0.34
unzumutbarsten;ADJX;-0.34
unzumutbarster;ADJX;-0.34
unzumutbarstes;ADJX;-0.34
unzurechnungsfähig;ADJX;-0.0048
unzurechnungsfähige;ADJX;-0.0048
unzurechnungsfähigem;ADJX;-0.0048
unzurechnungsfähigen;ADJX;-0.0048
unzurechnungsfähiger;ADJX;-0.0048
unzurechnungsfähigere;ADJX;-0.0048
unzurechnungsfähigerem;ADJX;-0.0048
unzurechnungsfähigeren;ADJX;-0.0048
unzurechnungsfähigerer;ADJX;-0.0048
unzurechnungsfähigeres;ADJX;-0.0048
unzurechnungsfähiges;ADJX;-0.0048
unzurechnungsfähigst;ADJX;-0.0048
unzurechnungsfähigste;ADJX;-0.0048
unzurechnungsfähigstem;ADJX;-0.0048
unzurechnungsfähigsten;ADJX;-0.0048
unzurechnungsfähigster;ADJX;-0.0048
unzurechnungsfähigstes;ADJX;-0.0048
unzureichend;ADJX;-0.5233
unzureichende;ADJX;-0.5233
unzureichendem;ADJX;-0.5233
unzureichenden;ADJX;-0.5233
unzureichender;ADJX;-0.5233
unzureichendere;ADJX;-0.5233
unzureichenderem;ADJX;-0.5233
unzureichenderen;ADJX;-0.5233
unzureichenderer;ADJX;-0.5233
unzureichenderes;ADJX;-0.5233
unzureichendes;ADJX;-0.5233
unzureichendst;ADJX;-0.5233
unzureichendste;ADJX;-0.5233
unzureichendstem;ADJX;-0.5233
unzureichendsten;ADJX;-0.5233
unzureichendster;ADJX;-0.5233
unzureichendstes;ADJX;-0.5233
unzusammenhängend;ADJX;-0.0048
unzusammenhängende;ADJX;-0.0048
unzusammenhängendem;ADJX;-0.0048
unzusammenhängenden;ADJX;-0.0048
unzusammenhängender;ADJX;-0.0048
unzusammenhängendere;ADJX;-0.0048
unzusammenhängenderem;ADJX;-0.0048
unzusammenhängenderen;ADJX;-0.0048
unzusammenhängenderer;ADJX;-0.0048
unzusammenhängenderes;ADJX;-0.0048
unzusammenhängendes;ADJX;-0.0048
unzusammenhängendst;ADJX;-0.0048
unzusammenhängendste;ADJX;-0.0048
unzusammenhängendstem;ADJX;-0.0048
unzusammenhängendsten;ADJX;-0.0048
unzusammenhängendster;ADJX;-0.0048
unzusammenhängendstes;ADJX;-0.0048
